"";"place_name";"place_with_parent_names";"geonames_id";"lat.lon";"price";"currency";"price_aprox_local_currency";"price_aprox_usd";"surface_in_m2";"price_usd_per_m2";"floor";"rooms";"expenses";"title";"extra";"surface_total_in_m2";"surface_covered_in_m2";"price_per_m2";"id";"country_name";"state_name";"year"
"2938";"San Cristobal";"|Argentina|Capital Federal|San Cristobal|";"3429153";"-34.620556,-58.371667";99000;"USD";941549,4;99000;"53";1867,924528;"NA";"NA";NA;"Hermoso 2  amb. A Estrenar En Carlos Calvo al 2600- SAN CRISTOBAL-<br>Excelente ubicacion!!";"{\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582746.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582747.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582748.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582749.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582750.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582751.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582752.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582753.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582754.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582755.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582756.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/580/75786/582758.jpg\\],\\propertyCode\\:\\580-0057\\,\\lastUpdate\\:\\2015-10-31T02:40:15+0000\\,\\address\\:\\Carlos Calvo al 2600\\,\\original_ad\\:{\\original_property_type\\:\\Departamento\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2939";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245011896,-58.3738596591";89358;"USD";821950,62;89358;"52";1718,423077;"3";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\GARAY, JUAN DE, AVDA. al 600\\,\\condition\\:\\Construccion\\,\\original_url\\:\\http://www.amaira.com/ficha/LEB1058/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_12.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_13.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_14.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_15.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_16.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_17.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1058_18.jpg\\],\\original_ad\\:{\\calefaccion\\:\\AA\\,\\pisos\\:\\14\\,\\expensas\\:\\1\\,\\edificio\\:\\AV. JUAN DE GARAY 612\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=6KFdUTS1nuQ\\]}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2940";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245011896,-58.3738596591";90148;"USD";829217,36;90148;"59";1527,932203;"1";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\GARAY, JUAN DE, AVDA. al 600\\,\\condition\\:\\Construccion\\,\\original_url\\:\\http://www.amaira.com/ficha/LEB1042/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_12.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_13.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_14.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_15.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_16.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_17.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1042_18.jpg\\],\\original_ad\\:{\\calefaccion\\:\\AA\\,\\pisos\\:\\14\\,\\expensas\\:\\1\\,\\edificio\\:\\AV. JUAN DE GARAY 612\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=6KFdUTS1nuQ\\]}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2941";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245011896,-58.3738596591";94807;"USD";881515,48;94807;"52";1823,211538;"4";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\GARAY, JUAN DE, AVDA. al 600\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/LEB1061/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_12.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_13.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_14.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_15.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_16.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_17.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1061_18.jpg\\],\\original_ad\\:{\\pisos\\:\\14\\,\\expensas\\:\\1\\,\\edificio\\:\\AV. JUAN DE GARAY 612\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=6KFdUTS1nuQ\\],\\calefaccion\\:\\AA\\,\\features\\:{\\Pisos\\:\\14\\,\\Expensas\\:\\1\\,\\Edificio\\:\\AV. JUAN DE GARAY 612\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2942";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6212284,-58.3683401";210000;"USD";2037147;210000;"NA";2121,212121;"NA";"3";NA;"3 ambientes. 99 Mts. Amenities. Seguridad 24!";"{\\address\\:\\Av. Paseo Colon al 1100, entre San Juan\\,\\year\\:10,\\agent\\:{\\name\\:\\VENTA Y ALQUILER\\,\\emails\\:[\\info@atbuenosaires.com\\],\\phones\\:[\\43449600\\]},\\images\\:[\\https://tbcn.s3.amazonaws.com/water_pics/103629684958811002734414331702794024132961560163703958737575913621542307635880.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/98326035203879796255577731777321161005490151876488632386639509429236723926637.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/36761836735869983590233618364630687974923358408375408606970579673420363897850.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/36408780338287873871495246624475422424898767208519805948135097637359040578369.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/99319483675636048890974578901960267151272163116719809340626397170255473399315.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/113549615176238344125340073376095383804036195438515791252304527388544672565400.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/77909351380465541404510603399166240205230095494079251062021410656318807716791.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/15077293784049072892358340359813024176863877566965420977731838549475178598058.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/14570866265826613503818402327984075014867641115398055646951545017718763483759.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/95104326803596278758048421014099282376898743118044144552726253339479652606947.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/71382553371056138888452940363173872386602363769733171120584059863063005387203.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/1406613223419408096691272475185312896982200274152438659301844197274249679837.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/104690128955577911508155564703715380391284766120930229286464940264056584142915.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/89002495579277580817997958575683336413116264767805649911017546857227157629950.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/111931755679792943626496676642948099933278273070635029275760865677212253804780.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/107730781396426944807591101105396604266821603460306538915505930829629176130281.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/12319284263309929635091778579377703698951112830727849471428337686448506655136.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/10170241798092214835173176000178227194468323762109816075155951946258518710740.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/80550037460049636568893598109890509467424557036628611413313972247065847474365.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/71699907959759651657986000122505245634136201802002396100287563925521776392824.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/29087681860835188804848290765802491483640549512185303077341154360220138096732.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/23882240399687826218983597676514769128938913514299649155544261739240137851936.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/52694660036382903476489541086311534281880522227456668374339902791381964484978.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/61839992325575915083782121581987960950674290095806361604089306654745731236949.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/72101821272358099122691486583078616322568881386825641826307427924328469421138.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/33728609686075193207528125276677320517978240978298173037541496537721980817435.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/26629577876741111728910498484332764434448207571412045594191829236118067656457.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/44857026458794250816128809237991194366446052631884035186664184479109458753995.jpg\\],\\features\\:{\\Agua Corriente\\:true,\\Cloaca\\:true,\\Gas Natural\\:true,\\Electricidad\\:true,\\Pavimento\\:true,\\Balcon\\:true,\\Cocina\\:true,\\Suite\\:true,\\Hall\\:true,\\Lavadero\\:true,\\Living comedor\\:true,\\Vestidor\\:true,\\Aire Acondicionado individual\\:true,\\Gimnasio\\:true,\\Parrilla\\:true,\\Quincho\\:true,\\Solarium\\:true,\\SUM\\:true,\\Seguridad\\:true,\\Perimetral\\:true,\\Piscina\\:true,\\Seguridad 24Hs\\:true,\\Seguridad nocturna\\:true},\\original_ad\\:{\\created_at\\:\\2015-05-20T21:05:59\\,\\custom1\\:\\0.00\\,\\custom_tags\\:[{\\group_name\\:\\Estado\\,\\id\\:2302,\\name\\:\\Disponible\\}],\\deleted_at\\:\\2015-09-23T15:42:13\\,\\development_excel_extra_data\\:\\[]\\,\\disposition\\:\\Frente\\,\\expenses\\:2200,\\fake_address\\:\\Av. Paseo Colon al 1100, entre San Juan\\,\\legally_checked\\:\\Desconocido\\,\\location\\:{\\full_location\\:\\Argentina | Capital Federal | San Telmo \\,\\id\\:24738,\\name\\:\\San Telmo\\,\\short_location\\:\\Argentina | Capital Federal | San Telmo \\,\\state\\:\\/api/v1/state/146/\\},\\operations\\:[{\\operation_type\\:\\Venta\\,\\prices\\:[{\\currency\\:\\USD\\,\\period\\:0,\\price\\:210000}]}],\\property_condition\\:\\---\\,\\real_address\\:\\Av. Paseo Colon 1160, 4Â° C\\,\\reference_code\\:\\AAP111490\\,\\semiroofed_surface\\:\\12.00\\,\\situation\\:\\Vacia \\,\\surface\\:\\0.00\\,\\type\\:{\\code\\:\\AP\\,\\id\\:2,\\name\\:\\Departamento\\},\\unroofed_surface\\:\\0.00\\,\\original_property_type\\:{\\code\\:\\AP\\,\\id\\:2,\\name\\:\\Departamento\\}},\\original_url\\:\\http://tokkobroker.com/api/v1/property/111490/?key=2192f43fbb387a2b39ea81971822b8512f7f10f4\u0026format=json\\,\\places_array\\:[\\Argentina\\,\\Capital Federal\\,\\San Telmo\\]}";"99";"87";"2413.793103";"NA";"NA";"NA";2015
"2943";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6245011896,-58.3738596591";101417;"USD";942975,26;101417;"55";1843,945455;"4";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\GARAY, JUAN DE, AVDA. al 600\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/LEB1063/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_12.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_13.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_14.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_15.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_16.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_17.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LEB/LEB1063_18.jpg\\],\\original_ad\\:{\\pisos\\:\\14\\,\\expensas\\:\\1\\,\\edificio\\:\\AV. JUAN DE GARAY 612\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=6KFdUTS1nuQ\\],\\calefaccion\\:\\AA\\,\\features\\:{\\Pisos\\:\\14\\,\\Expensas\\:\\1\\,\\Edificio\\:\\AV. JUAN DE GARAY 612\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2944";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6184448852,-58.3758251602";95000;"USD";895479,5;95000;"37";2567,567568;"4";"NA";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\CHACABUCO al 900\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/LE21524/departamento-amaira-san-telmo-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEP/LE21524_2.jpg?1443659726\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LE21524_3.jpg?1443659726\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LE21524_4.jpg?1443659726\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LE21524_5.jpg?1443659726\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LE21524_6.jpg?1443659726\\],\\original_ad\\:{\\entre_calle_1\\:\\ESTADOS UNIDOS\\,\\entre_calle_2\\:\\CALVO, CARLOS\\,\\calefaccion\\:\\Aire caliente\\,\\dependencia\\:\\no\\,\\cochera\\:\\Optativa\\,\\pisos\\:\\4\\,\\departamentos\\:\\Optativa\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Chacabuco 966\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\calefaccion\\:\\Aire caliente\\,\\cochera\\:\\Optativa\\,\\features\\:{\\Pisos\\:\\4\\,\\Departamentos\\:\\Optativa\\,\\Edificio\\:\\Chacabuco 966\\,\\Apto profesional\\:\\si\\,\\Calefaccion\\:\\Aire caliente\\,\\Cochera\\:\\Optativa\\,\\Dependencia\\:\\no\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2945";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.626445,-58.373895";120000;"USD";1064808;120000;"76";1578,947368;"NA";"3";"NA";"Departamento / Semipiso - 3 ambientes - San Telmo";"{\\images\\:[\\http://services.neoinmuebles.com/i/dmtr/feed/23429.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23418.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23419.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23420.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23421.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23422.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23423.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23424.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23425.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23417.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23427.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23428.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23431.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23432.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23433.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23434.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/23430.jpg\\],\\features\\:{\\Edificio\\:\\Entre Medianeras\\,\\Cantidad de pisos en el Edificio\\:\\8\\,\\Cantidad de departamentos por piso del Edificio\\:\\2\\,\\Cantidad de ascensores en el Edificio\\:true,\\AntigÃ¼edad de la Propiedad\\:\\50 o Mas Anos\\,\\Calefaccion\\:\\Estufa a Gas\\,\\Confort\\:\\Muebles de Cocina Bajo Mesada, Muebles de Cocina Sobre Mesada, Placards, Puerta Blindada\\,\\Otros\\:\\Muy Buen Estado, Muy luminoso, Proximo a Paradas Colectivos, Vista Abierta\\},\\original_ad\\:{\\latitude\\:\\-34.626445000000000\\,\\longitude\\:\\-58.373895000000000\\},\\address\\:\\PERU Y CASEROS, AVDA.\\,\\year\\:0,\\videos\\:[],\\condition\\:\\\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.dimitrio.com.ar/propiedades/4466\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2946";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6203718366,-58.3663126775";790000;"USD";7663553;790000;"NA";2687,07483;"NA";"7";NA;"PH EN VENTA";"{\\address\\:\\HUMBERTO 1 al 700\\,\\year\\:40,\\videos\\:[\\https://youtu.be/5QRP_HHSGJo\\],\\condition\\:\\Reciclado\\,\\original_url\\:\\http://www.amaira.com/ficha/FUR505/ph-amaira-san-telmo-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_2.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_3.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_4.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_5.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_6.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_7.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_8.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_9.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_10.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_11.jpg?1448843842\\,\\http://www.amaira.com.ar/buscador/imagenes/FUR/FUR505_12.jpg?1448843842\\],\\features\\:{\\Plantas\\:\\2\\,\\Amoblado\\:\\S\\,\\Calefaccion\\:\\si\\,\\Dependencia\\:\\no\\},\\original_ad\\:{\\amoblado\\:\\S\\,\\calefaccion\\:\\si\\,\\dependencia\\:\\no\\,\\plantas\\:\\2\\,\\original_property_type\\:\\PH\\}}";"294";"276";"2862.3188409999998";"NA";"NA";"NA";2015
"2947";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6252926012,-58.3697054086";NA;"USD";686629,6;76000;"36";2111,111111;"NA";"2";"NA";"Departamento silencioso frente al Parque Lezama";"{\\address\\:\\Brasil al 300\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.leticiafirpo.com/propiedades/868\\,\\images\\:[\\http://services.neoinmuebles.com/i/frpo/feed/26986.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26987.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26988.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26989.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26990.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26991.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26992.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/26993.jpg\\],\\features\\:{\\Estado del inmueble\\:\\A reciclar\\,\\AntigÃ¼edad\\:\\50-60 Anos\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2948";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6246365815,-58.3753536063";131000;"USD";1155393,8;131000;"44";2977,272727;"NA";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LUI/LUI3189_2.jpg\\],\\original_ad\\:{\\cochera\\:\\1 valet parking\\,\\departamentos\\:\\1 valet parking\\,\\expensas\\:\\$ 1200\\},\\address\\:\\GARAY, JUAN DE, AVDA. al 700\\,\\year\\:0,\\videos\\:[],\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/LUI3189/departamento-amaira-san-telmo-capital-federal\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2949";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.621838,-58.3714";NA;"USD";1793688;195000;"100";1950;"NA";"4";"NA";"Hermoso departamento en piso alto luminoso con vista abierta.";"{\\address\\:\\Av. San Juan al 400\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.leticiafirpo.com/propiedades/884\\,\\images\\:[\\http://services.neoinmuebles.com/i/frpo/feed/27534.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27535.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27536.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27537.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27538.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27539.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27540.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27541.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27542.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27543.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27544.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27545.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27546.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27547.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27548.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27549.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27550.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27551.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27552.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27553.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27554.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27555.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27556.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27557.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27558.jpg\\,\\http://services.neoinmuebles.com/i/frpo/feed/27559.jpg\\],\\features\\:{\\Estado del inmueble\\:\\Muy Bueno\\,\\AntigÃ¼edad\\:\\30-35 Anos\\},\\original_ad\\:{\\original_property_type\\:\\Apartment\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
